#utc,X_SUN[AU],Y_SUN[AU],Z_SUN[AU],Dist_SUN[AU],Sub-SolarLon[deg],Sub-SolarLat[deg],X_EARTH[AU],Y_EARTH[AU],Z_EARTH[AU],Dist_EARTH[AU],Sub-EarthLon[deg],Sub-EarthLat[deg],PhaseAngle[deg]
2019-03-31T00:00:00,1.332705,-0.194126,0.172970,1.357831,351.712,7.319,1.829343,-1.059576,0.216787,2.125134,329.919,5.855,21.6962
2019-03-31T12:00:00,-1.108241,0.763587,0.173330,1.356948,145.437,7.339,-1.166791,1.759842,0.217081,2.122632,123.548,5.870,21.7907
2019-04-01T00:00:00,0.655152,-1.174523,0.173685,1.356059,299.151,7.359,0.263191,-2.092465,0.217367,2.120124,277.167,5.885,21.8851
2019-04-01T12:00:00,-0.067350,1.342253,0.174034,1.355163,92.875,7.379,0.692965,1.989145,0.217645,2.117608,70.795,5.899,21.9794
2019-04-02T00:00:00,-0.533543,-1.232456,0.174378,1.354261,246.588,7.398,-1.502701,-1.472411,0.217914,2.115086,224.413,5.914,22.0737
2019-04-02T12:00:00,1.023363,0.868198,0.174717,1.353354,40.312,7.418,1.997963,0.650720,0.218175,2.112557,18.041,5.928,22.1679
2019-04-03T00:00:00,-1.301064,-0.325089,0.175051,1.352439,194.024,7.437,-2.076506,0.304299,0.218427,2.110020,171.668,5.942,22.262
2019-04-03T12:00:00,1.309564,-0.284409,0.175380,1.351519,347.747,7.456,1.722999,-1.193699,0.218671,2.107478,325.285,5.956,22.356
2019-04-04T00:00:00,-1.047485,0.834269,0.175704,1.350593,141.469,7.475,-1.012015,1.832656,0.218906,2.104928,118.912,5.970,22.4499
2019-04-04T12:00:00,0.569359,-1.210962,0.176022,1.349660,295.180,7.494,0.092298,-2.088882,0.219133,2.102372,272.527,5.983,22.5437
2019-04-05T00:00:00,0.025711,1.336898,0.176335,1.348722,88.901,7.513,0.844344,1.910018,0.219352,2.099810,66.154,5.996,22.6374
2019-04-05T12:00:00,-0.614596,-1.186411,0.176642,1.347777,242.611,7.531,-1.603051,-1.334332,0.219562,2.097241,219.769,6.010,22.7311
2019-04-06T00:00:00,1.075618,0.790997,0.176944,1.346826,36.331,7.549,2.026447,0.482542,0.219764,2.094667,13.394,6.022,22.8246
2019-04-06T12:00:00,-1.313694,-0.232720,0.177241,1.345869,190.041,7.568,-2.027287,0.467492,0.219957,2.092086,167.020,6.035,22.9181
2019-04-07T00:00:00,1.279948,-0.372813,0.177533,1.344906,343.760,7.586,1.606443,-1.317910,0.220141,2.089500,320.634,6.048,23.0114
2019-04-07T12:00:00,-0.981753,0.900394,0.177819,1.343937,137.479,7.603,-0.852502,1.892058,0.220317,2.086907,114.258,6.060,23.1047
2019-04-08T00:00:00,0.481125,-1.241108,0.178099,1.342963,291.187,7.621,-0.076872,-2.071189,0.220485,2.084310,267.872,6.072,23.1979
2019-04-08T12:00:00,0.118172,1.324814,0.178374,1.341982,84.905,7.639,0.987909,1.819025,0.220644,2.081707,61.496,6.084,23.2909
2019-04-09T00:00:00,-0.692129,-1.134597,0.178644,1.340995,238.612,7.656,-1.691133,-1.189104,0.220794,2.079098,215.108,6.096,23.3839
2019-04-09T12:00:00,1.122157,0.710182,0.178908,1.340002,32.330,7.673,2.040770,0.313417,0.220936,2.076484,8.731,6.108,23.4767
2019-04-10T00:00:00,-1.319593,-0.139645,0.179167,1.339003,186.036,7.690,-1.964974,0.625239,0.221069,2.073866,162.354,6.119,23.5695
2019-04-10T12:00:00,1.243981,-0.458866,0.179420,1.337998,339.752,7.707,1.480587,-1.431426,0.221194,2.071242,315.966,6.131,23.6621
2019-04-11T00:00:00,-0.911366,0.961595,0.179668,1.336987,133.468,7.723,-0.689418,1.937753,0.221310,2.068614,109.588,6.142,23.7547
2019-04-11T12:00:00,0.390898,-1.264772,0.179910,1.335971,287.172,7.740,-0.243149,-2.039640,0.221417,2.065981,263.199,6.153,23.8471
2019-04-12T00:00:00,0.209545,1.306034,0.180147,1.334948,80.887,7.756,1.122727,1.716917,0.221516,2.063344,56.820,6.163,23.9394
2019-04-12T12:00:00,-0.765715,-1.077258,0.180378,1.333920,234.591,7.772,-1.766445,-1.037813,0.221606,2.060702,210.430,6.174,24.0317
2019-04-13T00:00:00,1.162707,0.626161,0.180603,1.332885,28.305,7.788,2.040970,0.144540,0.221688,2.058057,4.051,6.184,24.1237
2019-04-13T12:00:00,-1.318699,-0.046349,0.180823,1.331845,182.008,7.803,-1.890129,0.776489,0.221761,2.055407,157.671,6.194,24.2157
2019-04-14T00:00:00,1.201822,-0.542104,0.181037,1.330799,335.721,7.819,1.346399,-1.533558,0.221825,2.052754,311.280,6.204,24.3076
2019-04-14T12:00:00,-0.836674,1.017524,0.181245,1.329748,129.433,7.834,-0.523935,1.969558,0.221881,2.050097,104.900,6.213,24.3994
2019-04-15T00:00:00,0.299148,-1.281798,0.181448,1.328690,283.134,7.849,-0.405401,-1.994591,0.221928,2.047436,258.508,6.223,24.4911
2019-04-15T12:00:00,0.299342,1.280622,0.181645,1.327627,76.846,7.864,1.247944,1.604512,0.221966,2.044772,52.127,6.232,24.5826
2019-04-16T00:00:00,-0.834947,-1.014670,0.181836,1.326558,230.546,7.879,-1.828590,-0.881572,0.221995,2.042105,205.734,6.241,24.6741
2019-04-16T12:00:00,1.197022,0.539363,0.182021,1.325484,24.256,7.893,2.027185,-0.022919,0.222016,2.039435,359.352,6.250,24.7655
2019-04-17T00:00:00,-1.310980,0.046672,0.182201,1.324403,177.966,7.908,-1.803394,0.920257,0.222028,2.036762,152.970,6.258,24.8567
2019-04-17T12:00:00,1.153663,-0.622069,0.182375,1.323317,331.665,7.922,1.204893,-1.623712,0.222031,2.034086,306.576,6.267,24.9479
2019-04-18T00:00:00,-0.758051,1.067857,0.182543,1.322226,125.374,7.936,-0.357221,1.987388,0.222026,2.031407,100.193,6.275,25.0389
2019-04-18T12:00:00,0.206353,-1.292060,0.182705,1.321129,279.072,7.949,-0.562548,-1.936486,0.222012,2.028725,253.798,6.283,25.1298
2019-04-19T00:00:00,0.387074,1.248681,0.182861,1.320026,72.779,7.963,1.362793,1.482687,0.221989,2.026041,47.414,6.291,25.2207
2019-04-19T12:00:00,-0.899431,-0.947140,0.183012,1.318917,226.476,7.976,-1.877268,-0.721503,0.221957,2.023355,201.019,6.298,25.3114
2019-04-20T00:00:00,1.224886,0.450238,0.183156,1.317803,20.183,7.989,1.999642,-0.187824,0.221917,2.020666,354.634,6.305,25.402
2019-04-20T12:00:00,-1.296441,0.138920,0.183295,1.316684,173.889,8.002,-1.705476,1.055627,0.221868,2.017975,148.248,6.312,25.4925
2019-04-21T00:00:00,1.099730,-0.698315,0.183427,1.315559,327.584,8.015,1.057104,-1.701379,0.221810,2.015281,301.852,6.319,25.583
2019-04-21T12:00:00,-0.675898,1.112291,0.183554,1.314428,121.289,8.028,-0.190429,1.991248,0.221743,2.012586,95.466,6.326,25.6732
2019-04-22T00:00:00,0.113008,-1.295465,0.183675,1.313292,274.983,8.040,-0.713559,-1.865837,0.221667,2.009888,249.068,6.332,25.7634
2019-04-22T12:00:00,0.472259,1.210344,0.183790,1.312151,68.687,8.052,1.466575,1.352356,0.221583,2.007189,42.681,6.338,25.8535
2019-04-23T00:00:00,-0.958792,-0.875003,0.183898,1.311004,222.380,8.064,-1.912258,-0.558732,0.221490,2.004487,196.283,6.344,25.9436
2019-04-23T12:00:00,1.246111,0.359252,0.184001,1.309851,16.083,8.076,1.958642,-0.349067,0.221388,2.001784,349.895,6.350,26.0334
2019-04-24T00:00:00,-1.275123,0.229891,0.184098,1.308694,169.785,8.087,-1.597137,1.181739,0.221277,1.999079,143.506,6.355,26.1232
2019-04-24T12:00:00,1.040280,-0.770408,0.184188,1.307531,323.476,8.098,0.904097,-1.766126,0.221158,1.996372,297.106,6.360,26.2129
2019-04-25T00:00:00,-0.590639,1.150553,0.184272,1.306362,117.177,8.109,-0.024703,1.981220,0.221029,1.993664,90.717,6.365,26.3024
2019-04-25T12:00:00,0.019616,-1.291955,0.184351,1.305189,270.867,8.120,-0.857445,-1.783226,0.220892,1.990955,244.317,6.370,26.3919
2019-04-26T00:00:00,0.554419,1.165783,0.184423,1.304010,64.567,8.131,1.558661,1.214479,0.220746,1.988243,37.926,6.375,26.4813
2019-04-26T12:00:00,-1.012678,-0.798624,0.184489,1.302826,218.256,8.141,-1.933421,-0.394404,0.220591,1.985531,191.525,6.379,26.5705
2019-04-27T00:00:00,1.260542,0.266891,0.184549,1.301636,11.955,8.151,1.904570,-0.505560,0.220428,1.982817,345.133,6.383,26.6596
2019-04-27T12:00:00,-1.247099,0.319082,0.184603,1.300441,165.653,8.161,-1.479202,1.297789,0.220256,1.980103,138.742,6.387,26.7486
2019-04-28T00:00:00,0.975606,-0.837929,0.184650,1.299242,319.340,8.171,0.746969,-1.817598,0.220075,1.977387,292.339,6.390,26.8375
2019-04-28T12:00:00,-0.502722,1.182395,0.184691,1.298037,113.037,8.180,0.138812,1.957474,0.219885,1.974670,85.946,6.393,26.9262
2019-04-29T00:00:00,-0.073313,-1.281507,0.184726,1.296826,266.723,8.190,-0.993253,-1.689314,0.219686,1.971952,239.543,6.397,27.0149
2019-04-29T12:00:00,0.633084,1.115204,0.184755,1.295611,60.419,8.199,1.638491,1.070074,0.219479,1.969234,33.149,6.399,27.1034
2019-04-30T00:00:00,-1.060759,-0.718398,0.184777,1.294391,214.103,8.207,-1.940710,-0.229676,0.219262,1.966515,186.744,6.402,27.1918
2019-04-30T12:00:00,1.268059,0.173654,0.184793,1.293166,7.798,8.216,1.837896,-0.656243,0.219037,1.963796,340.350,6.404,27.28
2019-05-01T00:00:00,-1.212484,0.405990,0.184803,1.291935,161.492,8.224,-1.352566,1.403036,0.218803,1.961076,133.955,6.406,27.3682
2019-05-01T12:00:00,0.906032,-0.900477,0.184807,1.290700,315.175,8.232,0.586852,-1.855531,0.218561,1.958356,287.549,6.408,27.4562
2019-05-02T00:00:00,-0.412616,1.207602,0.184804,1.289459,108.868,8.240,0.298984,1.920276,0.218309,1.955636,81.153,6.410,27.5441
2019-05-02T12:00:00,-0.165260,-1.264134,0.184795,1.288214,262.549,8.248,-1.120090,-1.584844,0.218049,1.952915,234.746,6.411,27.6318
2019-05-03T00:00:00,0.707796,1.058847,0.184779,1.286964,56.241,8.255,1.705596,0.920203,0.217780,1.950195,28.349,6.412,27.7194
2019-05-03T12:00:00,-1.102730,-0.634744,0.184757,1.285709,209.921,8.262,-1.934175,-0.065711,0.217502,1.947475,181.941,6.413,27.8069
2019-05-04T00:00:00,1.268573,0.080054,0.184728,1.284449,3.611,8.269,1.759185,-0.800099,0.217216,1.944755,335.543,6.413,27.8942
2019-05-04T12:00:00,-1.171425,0.490116,0.184693,1.283184,157.301,8.276,-1.218188,1.496819,0.216920,1.942036,129.144,6.413,27.9813
2019-05-05T00:00:00,0.831911,-0.957671,0.184652,1.281915,310.979,8.282,0.424900,-1.879758,0.216616,1.939317,282.735,6.413,28.0683
2019-05-05T12:00:00,-0.320808,1.225987,0.184604,1.280641,104.667,8.288,0.454708,1.869992,0.216304,1.936599,76.335,6.413,28.1552
2019-05-06T00:00:00,-0.255707,-1.239888,0.184550,1.279362,258.344,8.294,-1.237127,-1.470636,0.215982,1.933882,229.925,6.413,28.2419
2019-05-06T12:00:00,0.778110,0.996991,0.184489,1.278078,52.031,8.300,1.759599,0.765970,0.215651,1.931166,23.525,6.412,28.3285
2019-05-07T00:00:00,-1.138314,-0.548107,0.184421,1.276789,205.707,8.305,-1.913971,0.096335,0.215312,1.928451,177.124,6.411,28.4149
2019-05-07T12:00:00,1.262033,-0.013388,0.184347,1.275496,359.392,8.310,1.669089,-0.936161,0.214964,1.925738,330.712,6.409,28.5011
2019-05-08T00:00:00,-1.124110,0.570969,0.184267,1.274199,153.077,8.315,-1.077082,1.578564,0.214608,1.923026,124.310,6.408,28.5872
2019-05-08T12:00:00,0.753632,-1.009150,0.184179,1.272897,306.751,8.320,0.262275,-1.890218,0.214242,1.920315,277.897,6.406,28.6732
2019-05-09T00:00:00,-0.227805,1.237400,0.184086,1.271590,100.434,8.324,0.604915,1.807084,0.213868,1.917607,71.494,6.404,28.7589
2019-05-09T12:00:00,-0.344131,-1.208856,0.183985,1.270279,254.107,8.328,-1.343614,-1.347578,0.213485,1.914900,225.080,6.401,28.8445
2019-05-10T00:00:00,0.843598,0.929946,0.183878,1.268963,47.789,8.332,1.800224,0.608504,0.213093,1.912195,18.677,6.398,28.93
2019-05-10T12:00:00,-1.167265,-0.458958,0.183764,1.267643,201.460,8.336,-1.880354,0.255330,0.212693,1.909493,172.272,6.395,29.0152
2019-05-11T00:00:00,1.248428,-0.106138,0.183644,1.266318,355.140,8.339,1.568343,-1.063531,0.212284,1.906793,325.857,6.392,29.1003
2019-05-11T12:00:00,-1.070762,0.648065,0.183517,1.264990,148.820,8.342,-0.930305,1.647795,0.211866,1.904096,119.452,6.389,29.1852
2019-05-12T00:00:00,0.671608,-1.054581,0.183383,1.263656,302.489,8.345,0.100134,-1.886954,0.211439,1.901402,273.035,6.385,29.27
2019-05-12T12:00:00,-0.134129,1.241725,0.183243,1.262319,96.168,8.347,0.748590,1.732107,0.211004,1.898711,66.629,6.381,29.3545
2019-05-13T00:00:00,-0.430012,-1.171166,0.183095,1.260977,249.835,8.349,-1.438891,-1.216618,0.210559,1.896023,220.211,6.376,29.4389
2019-05-13T12:00:00,0.903848,0.858056,0.182941,1.259631,43.512,8.351,1.827302,0.448944,0.210106,1.893338,13.804,6.372,29.5232
2019-05-14T00:00:00,-1.189367,-0.367788,0.182781,1.258281,197.178,8.353,-1.833680,0.410180,0.209645,1.890656,167.396,6.367,29.6072
2019-05-14T12:00:00,1.227781,-0.197660,0.182613,1.256926,350.854,8.354,1.457748,-1.181389,0.209174,1.887978,320.977,6.361,29.6911
2019-05-15T00:00:00,-1.011644,0.720933,0.182439,1.255568,144.529,8.355,-0.778936,1.704135,0.208695,1.885304,114.568,6.356,29.7748
2019-05-15T12:00:00,0.586285,-1.093656,0.182257,1.254205,298.193,8.356,-0.060390,-1.870110,0.208207,1.882634,268.148,6.350,29.8583
2019-05-16T00:00:00,-0.040315,1.238883,0.182069,1.252839,91.867,8.356,0.884784,1.645688,0.207711,1.879967,61.738,6.344,29.9416
2019-05-16T12:00:00,-0.512834,-1.126985,0.181875,1.251468,245.529,8.357,-1.522388,-1.078738,0.207206,1.877305,215.316,6.337,30.0248
2019-05-17T00:00:00,0.958473,0.781703,0.181673,1.250094,39.201,8.356,1.840759,0.288422,0.206692,1.874647,8.905,6.330,30.1078
2019-05-17T12:00:00,-1.204439,-0.275112,0.181464,1.248715,192.862,8.356,-1.774382,0.559840,0.206169,1.871993,162.494,6.323,30.1906
2019-05-18T00:00:00,1.200159,-0.287411,0.181249,1.247333,346.532,8.355,1.338156,-1.288992,0.205638,1.869344,316.071,6.316,30.2732
2019-05-18T12:00:00,-0.947053,0.789115,0.181026,1.245947,140.202,8.354,-0.624067,1.747296,0.205098,1.866699,109.658,6.308,30.3556
2019-05-19T00:00:00,0.498134,-1.126098,0.180797,1.244556,293.860,8.353,-0.218194,-1.839910,0.204549,1.864059,263.234,6.300,30.4379
2019-05-19T12:00:00,0.053090,1.228834,0.180561,1.243163,87.529,8.352,1.012610,1.548518,0.203992,1.861424,56.820,6.292,30.52
2019-05-20T00:00:00,-0.592088,-1.076521,0.180317,1.241765,241.186,8.350,-1.593614,-0.934947,0.203426,1.858793,210.395,6.283,30.6019
2019-05-20T12:00:00,1.007106,0.701297,0.180067,1.240364,34.852,8.348,1.840601,0.128058,0.202851,1.856168,3.980,6.274,30.6836
2019-05-21T00:00:00,-1.212336,-0.181462,0.179810,1.238959,188.508,8.345,-1.702962,0.703310,0.202268,1.853547,157.564,6.265,30.7651
2019-05-21T12:00:00,1.165668,-0.374851,0.179546,1.237551,342.173,8.342,1.210457,-1.385665,0.201676,1.850932,311.138,6.256,30.8465
2019-05-22T00:00:00,-0.877327,0.852171,0.179275,1.236139,135.837,8.339,-0.466794,1.777066,0.201076,1.848322,104.721,6.246,30.9276
2019-05-22T12:00:00,0.407652,-1.151660,0.178996,1.234723,289.490,8.336,-0.372201,-1.796649,0.200467,1.845717,258.293,6.235,31.0086
2019-05-23T00:00:00,0.145530,1.211578,0.178711,1.233304,83.153,8.332,1.131231,1.441339,0.199849,1.843117,51.875,6.225,31.0893
2019-05-23T12:00:00,-0.667276,-1.020021,0.178419,1.231882,236.805,8.328,-1.652148,-0.786283,0.199223,1.840523,205.446,6.214,31.1699
2019-05-24T00:00:00,1.049409,0.617281,0.178120,1.230456,30.466,8.324,1.826911,-0.031031,0.198588,1.837934,359.027,6.203,31.2503
2019-05-24T12:00:00,-1.212952,-0.087386,0.177813,1.229027,184.115,8.319,-1.619989,0.839624,0.197945,1.835352,152.607,6.192,31.3305
2019-05-25T00:00:00,1.124455,-0.459437,0.177500,1.227594,337.775,8.314,1.075592,-1.470795,0.197293,1.832774,306.176,6.180,31.4104
2019-05-25T12:00:00,-0.802839,0.909683,0.177179,1.226159,131.434,8.309,-0.308233,1.793313,0.196633,1.830203,99.756,6.168,31.4902
2019-05-26T00:00:00,0.315361,-1.170132,0.176851,1.224720,285.081,8.303,-0.521351,-1.740704,0.195964,1.827638,253.324,6.155,31.5697
2019-05-26T12:00:00,0.236443,1.187158,0.176516,1.223278,78.738,8.297,1.239864,1.324957,0.195287,1.825078,46.902,6.143,31.6491
2019-05-27T00:00:00,-0.737911,-0.957771,0.176174,1.221833,232.384,8.291,-1.697647,-0.633817,0.194601,1.822525,200.468,6.130,31.7282
2019-05-27T12:00:00,1.085073,0.530131,0.175825,1.220384,26.039,8.284,1.799855,-0.187729,0.193907,1.819978,354.045,6.116,31.8071
2019-05-28T00:00:00,-1.206220,0.006554,0.175469,1.218933,179.694,8.277,-1.526108,0.967856,0.193205,1.817437,147.622,6.103,31.8858
2019-05-28T12:00:00,1.076711,-0.540636,0.175106,1.217479,333.337,8.270,0.934551,-1.543838,0.192494,1.814903,301.187,6.089,31.9643
2019-05-29T00:00:00,-0.723996,0.961252,0.174735,1.216022,126.990,8.262,-0.149514,1.795988,0.191774,1.812375,94.762,6.074,32.0425
2019-05-29T12:00:00,0.221805,-1.181339,0.174357,1.214562,280.632,8.254,-0.664609,-1.672534,0.191047,1.809854,248.326,6.060,32.1206
2019-05-30T00:00:00,0.325264,1.155659,0.173972,1.213099,74.283,8.246,1.337784,1.200247,0.190310,1.807340,41.899,6.045,32.1983
2019-05-30T12:00:00,-0.803522,-0.890100,0.173580,1.211634,227.923,8.237,-1.729849,-0.478654,0.189566,1.804833,195.462,6.029,32.2759
2019-05-31T00:00:00,1.113823,0.440350,0.173180,1.210165,21.572,8.228,1.759692,-0.340931,0.188813,1.802332,349.035,6.014,32.3532
2019-05-31T12:00:00,-1.192114,0.099781,0.172774,1.208694,175.221,8.218,-1.422043,1.087129,0.188052,1.799839,142.607,5.998,32.4302
2019-06-01T00:00:00,1.022668,-0.617919,0.172360,1.207221,328.858,8.209,0.788373,-1.604329,0.187283,1.797353,296.168,5.981,32.507
2019-06-01T12:00:00,-0.641244,1.006511,0.171939,1.205745,122.505,8.199,0.008223,1.785139,0.186505,1.794874,89.739,5.965,32.5835
2019-06-02T00:00:00,0.127545,-1.185147,0.171510,1.204266,276.140,8.188,-0.800974,-1.592689,0.185719,1.792403,243.298,5.948,32.6598
2019-06-02T12:00:00,0.411427,1.117208,0.171075,1.202785,69.785,8.177,1.424341,1.068146,0.184925,1.789939,36.868,5.930,32.7359
2019-06-03T00:00:00,-0.863661,-0.817375,0.170632,1.201302,223.419,8.166,-1.748588,-0.321925,0.184122,1.787483,190.427,5.912,32.8117
2019-06-03T12:00:00,1.135415,0.348467,0.170181,1.199816,17.062,8.155,1.706777,-0.489549,0.183311,1.785035,343.995,5.894,32.8872
2019-06-04T00:00:00,-1.170654,0.191712,0.169724,1.198328,170.705,8.143,-1.308597,1.196626,0.182492,1.782595,137.563,5.876,32.9624
2019-06-04T12:00:00,0.962605,-0.690771,0.169259,1.196838,324.336,8.130,0.638141,-1.651894,0.181665,1.780163,291.120,5.857,33.0374
2019-06-05T00:00:00,-0.555060,1.045117,0.168787,1.195345,117.976,8.118,0.163844,1.760912,0.180830,1.777739,84.687,5.838,33.1121
2019-06-05T12:00:00,0.033164,-1.181462,0.168308,1.193851,271.605,8.105,-0.929495,-1.501805,0.179987,1.775324,238.242,5.819,33.1864
2019-06-06T00:00:00,0.494368,1.071982,0.167821,1.192354,65.244,8.091,1.498966,0.929649,0.179135,1.772917,31.808,5.799,33.2605
2019-06-06T12:00:00,-0.917897,-0.740003,0.167327,1.190856,218.871,8.078,-1.753798,-0.164775,0.178275,1.770520,185.362,5.779,33.3343
2019-06-07T00:00:00,1.149648,0.255039,0.166825,1.189355,12.508,8.063,1.641560,-0.632529,0.177408,1.768131,338.927,5.759,33.4078
2019-06-07T12:00:00,-1.141904,0.281757,0.166317,1.187853,166.144,8.049,-1.186642,1.295605,0.176532,1.765751,132.490,5.738,33.481
2019-06-08T00:00:00,0.896840,-0.758690,0.165801,1.186348,319.769,8.034,0.484966,-1.686258,0.175648,1.763380,286.043,5.717,33.554
2019-06-08T12:00:00,-0.465953,1.076764,0.165277,1.184842,113.403,8.019,0.316230,1.723557,0.174756,1.761019,79.606,5.695,33.6266
2019-06-09T00:00:00,-0.060745,-1.170235,0.164746,1.183334,267.026,8.003,-1.049283,-1.400604,0.173856,1.758668,233.157,5.674,33.6989
2019-06-09T12:00:00,0.573532,1.020200,0.164208,1.181825,60.658,7.987,1.561184,0.785796,0.172948,1.756326,26.718,5.651,33.7709
2019-06-10T00:00:00,-0.965829,-0.658429,0.163663,1.180314,214.279,7.971,-1.745518,-0.008345,0.172032,1.753995,180.269,5.629,33.8425
2019-06-10T12:00:00,1.156357,0.160645,0.163110,1.178801,7.909,7.954,1.564584,-0.768867,0.171108,1.751673,333.829,5.606,33.9139
2019-06-11T00:00:00,-1.105976,0.369323,0.162550,1.177287,161.539,7.936,-1.057110,1.383410,0.170176,1.749361,127.388,5.583,33.985
2019-06-11T12:00:00,0.825737,-0.821194,0.161982,1.175772,315.157,7.919,0.329974,-1.707248,0.169236,1.747060,280.937,5.559,34.0556
2019-06-12T00:00:00,-0.374467,1.101180,0.161407,1.174255,108.784,7.901,0.464299,1.673417,0.168288,1.744770,74.495,5.535,34.126
2019-06-12T12:00:00,-0.153573,-1.151462,0.160825,1.172737,262.400,7.882,-1.159523,-1.289874,0.167333,1.742490,228.042,5.511,34.1961
2019-06-13T00:00:00,0.648371,0.962129,0.160235,1.171218,56.026,7.864,1.610617,0.637653,0.166369,1.740220,21.600,5.486,34.2659
2019-06-13T12:00:00,-1.007086,-0.573138,0.159638,1.169698,209.640,7.844,-1.723882,0.146244,0.165398,1.737962,175.156,5.461,34.3352
2019-06-14T00:00:00,1.155424,0.065885,0.159033,1.168176,3.264,7.825,1.476465,-0.897621,0.164419,1.735715,328.701,5.436,34.4043
2019-06-14T12:00:00,-1.063029,0.453820,0.158422,1.166654,156.886,7.805,-0.920971,1.459469,0.163432,1.733479,122.257,5.410,34.473
2019-06-15T00:00:00,0.749704,-0.877822,0.157802,1.165131,310.498,7.784,0.174284,-1.714782,0.162437,1.731254,275.801,5.384,34.5415
2019-06-15T12:00:00,-0.281171,1.118132,0.157176,1.163606,104.118,7.763,0.607014,1.610917,0.161435,1.729040,69.355,5.357,34.6096
2019-06-16T00:00:00,-0.244705,-1.125188,0.156542,1.162081,257.727,7.742,-1.259473,-1.170453,0.160425,1.726838,222.898,5.331,34.6772
2019-06-16T12:00:00,0.718352,0.898084,0.155900,1.160555,51.346,7.720,1.646970,0.486300,0.159407,1.724647,16.451,5.304,34.7446
2019-06-17T00:00:00,-1.041327,-0.484647,0.155252,1.159029,204.953,7.698,-1.689103,0.297896,0.158382,1.722468,170.003,5.276,34.8116
2019-06-17T12:00:00,1.146774,-0.028625,0.154595,1.157502,358.570,7.676,1.377880,-1.017902,0.157349,1.720301,323.544,5.248,34.8783
2019-06-18T00:00:00,-1.013272,0.534659,0.153932,1.155974,152.186,7.653,-0.779221,1.523288,0.156308,1.718145,117.095,5.220,34.9447
2019-06-18T12:00:00,0.669188,-0.928140,0.153261,1.154446,305.790,7.629,0.019010,-1.708858,0.155260,1.716002,270.635,5.191,35.0106
2019-06-19T00:00:00,-0.186661,1.127429,0.152583,1.152918,99.404,7.605,0.743372,1.536545,0.154204,1.713870,64.184,5.162,35.0763
2019-06-19T12:00:00,-0.333520,-1.091507,0.151897,1.151389,253.006,7.581,-1.348452,-1.043223,0.153141,1.711751,217.723,5.133,35.1415
2019-06-20T00:00:00,0.782960,0.828425,0.151204,1.149860,46.618,7.556,1.670024,0.332828,0.152070,1.709643,11.271,5.103,35.2064
2019-06-20T12:00:00,-1.068251,-0.393512,0.150504,1.148331,200.218,7.531,-1.641469,0.445533,0.150992,1.707548,164.819,5.073,35.2709
2019-06-21T00:00:00,1.130385,-0.122251,0.149796,1.146802,353.827,7.506,1.269563,-1.128870,0.149907,1.705465,318.356,5.043,35.335
2019-06-21T12:00:00,-0.956965,0.611263,0.149081,1.145273,147.436,7.480,-0.632895,1.574436,0.148814,1.703394,111.903,5.012,35.3987
2019-06-22T00:00:00,0.584682,-0.971744,0.148359,1.143743,301.033,7.453,-0.134731,-1.689548,0.147714,1.701336,265.438,4.981,35.4621
2019-06-22T12:00:00,-0.091558,1.128927,0.147629,1.142214,94.639,7.426,0.872404,1.450863,0.146607,1.699290,58.983,4.950,35.5251
2019-06-23T00:00:00,-0.419397,-1.050568,0.146892,1.140685,248.234,7.399,-1.425839,-0.909119,0.145492,1.697257,212.517,4.918,35.5877
2019-06-23T12:00:00,0.841702,0.753563,0.146148,1.139157,41.839,7.371,1.679635,0.178353,0.144370,1.695236,6.061,4.886,35.6499
2019-06-24T00:00:00,-1.087597,-0.300319,0.145396,1.137629,195.432,7.343,-1.581346,0.588090,0.143241,1.693229,159.605,4.853,35.7117
2019-06-24T12:00:00,1.106282,-0.214351,0.144637,1.136101,349.034,7.314,1.152317,-1.229733,0.142105,1.691234,313.137,4.820,35.7731
2019-06-25T00:00:00,-0.894417,0.683064,0.143871,1.134574,142.635,7.285,-0.483063,1.612560,0.140962,1.689252,106.679,4.787,35.8341
2019-06-25T12:00:00,0.496715,-1.008263,0.143097,1.133047,296.225,7.256,-0.285818,-1.657010,0.139812,1.687282,260.210,4.753,35.8947
2019-06-26T00:00:00,0.003496,1.122530,0.142316,1.131521,89.824,7.226,0.993176,1.354512,0.138654,1.685326,53.751,4.719,35.9548
2019-06-26T12:00:00,-0.501716,-1.002568,0.141528,1.129996,243.412,7.195,-1.491078,-0.769130,0.137490,1.683383,207.281,4.685,36.0146
2019-06-27T00:00:00,0.894110,0.673950,0.140733,1.128472,37.009,7.164,1.675747,0.024011,0.136319,1.681453,0.821,4.650,36.0739
2019-06-27T12:00:00,-1.099148,-0.205685,0.139930,1.126948,190.594,7.133,-1.509188,0.724523,0.135140,1.679537,154.360,4.615,36.1327
2019-06-28T00:00:00,1.074544,-0.304275,0.139120,1.125426,344.189,7.101,1.027013,-1.319755,0.133955,1.677634,307.888,4.580,36.1912
2019-06-28T12:00:00,-0.825991,0.749514,0.138303,1.123904,137.783,7.069,-0.330836,1.637388,0.132763,1.675744,101.426,4.544,36.2492
2019-06-29T00:00:00,0.405856,-1.037365,0.137479,1.122384,291.365,7.036,-0.433135,-1.611495,0.131565,1.673868,254.953,4.508,36.3067
2019-06-29T12:00:00,0.097841,1.108194,0.136648,1.120865,84.957,7.003,1.104796,1.248211,0.130359,1.672005,48.489,4.472,36.3638
